Timestamp,ROI Index,Frequency (Hz)
3085776,1,11.566668510437012
3100062,1,11.461173057556152
3114348,1,11.509452819824219
3128634,1,11.403493881225586
3142920,1,10.746142864227295
3157206,1,11.233132362365723
3171492,1,11.4265775680542
3185778,1,11.390890121459961
3200064,1,10.728363990783691
3214350,1,10.902129411697388
3228636,1,11.288102149963379
3242922,1,11.188533782958984
3257208,1,10.872650623321533
3271494,1,10.858485698699951
3285780,1,11.121247291564941
3300066,1,11.184555053710938
3314352,1,11.19917106628418
3328638,1,11.38046646118164
3342924,1,11.38848876953125
3357210,1,11.198205947875977
3371496,1,11.312202453613281
3385782,1,11.257274627685547
3400068,1,11.281082153320312
3414354,1,10.963951587677002
3428640,1,11.418961524963379
3442926,1,10.910841941833496
3457212,1,10.86709976196289
3471498,1,11.37588882446289
3485784,1,11.297950744628906
3500070,1,11.256978034973145
3514356,1,11.141468048095703
3528642,1,10.756865501403809
3542928,1,11.218293190002441
3557214,1,11.474326133728027
3571500,1,10.802844047546387
3585786,1,11.442098617553711
3600072,1,11.469342231750488
3614358,1,11.152300834655762
3628644,1,11.367215156555176
3642930,1,10.844150066375732
3657216,1,11.270395278930664
3671502,1,11.397197723388672
3685788,1,11.358048439025879
3700074,1,11.258650779724121
3714360,1,11.18851089477539
3728646,1,10.900712013244629
3742932,1,10.901099681854248
3757218,1,10.845086574554443
3771504,1,11.213482856750488
3785790,1,11.083075523376465
3800076,1,10.853474140167236
3814362,1,11.600972175598145
3828648,1,10.945594787597656
3842934,1,11.373540878295898
3857220,1,11.364348888397217
3871506,1,11.379199981689453
3885792,1,11.388628959655762
3900078,1,10.801671028137207
3914364,1,11.249062538146973
3928650,1,11.364110946655273
3942936,1,11.474392890930176
3957222,1,11.112526893615723
3971508,1,11.451953887939453
3985794,1,10.836944580078125
4000080,1,11.692558288574219
4014366,1,11.135855197906494
4028652,1,11.0021071434021
4042938,1,10.938511848449707
4057224,1,10.836102485656738
4071510,1,11.012901306152344
4085796,1,11.304201126098633
4100082,1,11.297842979431152
4114368,1,11.448904037475586
4128654,1,10.835429191589355
4142940,1,11.29970932006836
4157226,1,11.456635475158691
4171512,1,11.38891887664795
4185798,1,11.612469673156738
4200084,1,10.928942203521729
4214370,1,10.733915328979492
4228656,1,10.876145362854004
4242942,1,11.422989845275879
4257228,1,11.331974029541016
4271514,1,10.8042573928833
4285800,1,10.944262504577637
4300086,1,10.849326610565186
4314372,1,11.392321586608887
4328658,1,10.782139301300049
4342944,1,11.401511192321777
4357230,1,11.307754755020142
4371516,1,11.26984977722168
4385802,1,11.307734489440918
4400088,1,11.355425834655762
4414374,1,10.704989433288574
4428660,1,10.705263614654541
4442946,1,11.363374710083008
4457232,1,11.14782428741455
4471518,1,11.14801836013794
4485804,1,11.391426086425781
4500090,1,11.09487533569336
4514376,1,10.955656051635742
4528662,1,10.875938892364502
4542948,1,11.311233520507812
4557234,1,11.259305953979492
4571520,1,11.593945503234863
4585806,1,11.342103958129883
4600092,1,11.395021438598633
4614378,1,10.825003623962402
4628664,1,11.401248931884766
4642950,1,11.248053550720215
4657236,1,11.101962327957153
