Timestamp,ROI Index,Frequency (Hz)
3185778,1,12.08961391
3200064,1,11.9888525
3214350,1,11.58497334
3228636,1,11.99482536
3242922,1,11.860075
3257208,1,11.8165741
3271494,1,11.75492096
3285780,1,11.80950451
3300066,1,11.90879726
3314352,1,11.8718214
3328638,1,11.88393593
3342924,1,12.06954241
3357210,1,11.54664803
3371496,1,11.56152344
3385782,1,11.94547796
3400068,1,11.99882793
3414354,1,11.80158329
3428640,1,11.76214504
3442926,1,11.88887501
3457212,1,11.66531658
3471498,1,11.81180191
3485784,1,12.06934071
3500070,1,11.70486164
3514356,1,11.67993069
3528642,1,12.0940218
3542928,1,11.96071434
3557214,1,11.9447279
3571500,1,11.5624218
3585786,1,12.10956573
3600072,1,11.85541153
3614358,1,12.08135366
3628644,1,11.59366989
3642930,1,12.03027129
3657216,1,11.85080624
3671502,1,11.8412571
3685788,1,12.01730776
3700074,1,11.73044968
3714360,1,11.6802597
3728646,1,12.02490878
3742932,1,12.09229231
3757218,1,12.09096766
3771504,1,11.7892952
3785790,1,11.72156429
3800076,1,11.59269047
3814362,1,11.54709816
3828648,1,11.15609741
3842934,1,11.73667622
3857220,1,11.44655418
3871506,1,11.15392208
3885792,1,12.06946993
3900078,1,11.95581198
3914364,1,11.48887539
3928650,1,11.47136021
3942936,1,11.55754948
3957222,1,11.95485115
3971508,1,11.81756878
3985794,1,11.77945614
4000080,1,12.05250835
4014366,1,11.8296814
4028652,1,11.14357042
4042938,1,11.45017529
4057224,1,11.75713539
4071510,1,11.17399597
4085796,1,11.81441975
4100082,1,11.84737873
4114368,1,12.09498072
4128654,1,11.71744347
4142940,1,11.73266602
4157226,1,11.63157558
4171512,1,11.79633141
4185798,1,11.85020828
4200084,1,12.03966093
4214370,1,12.06712341
4228656,1,11.6130724
4242942,1,11.96133733
4257228,1,11.80889606
4271514,1,11.89622402
4285800,1,11.70818901
4300086,1,11.89251328
4314372,1,11.7130146
4328658,1,11.60927105
4342944,1,11.88697433
4357230,1,11.73717213
4371516,1,11.81952286
4385802,1,11.71546555
4400088,1,11.84638691
4414374,1,12.05630875
4428660,1,11.84902
4442946,1,11.79127312
4457232,1,12.12854624
4471518,1,11.19462776
4485804,1,11.63737488
4500090,1,12.08219385
4514376,1,11.36682701
4528662,1,12.01840925
4542948,1,11.79380989
4557234,1,12.04139185
4571520,1,11.662323
4585806,1,11.98773241
4600092,1,11.38631535
4614378,1,12.04995012
4628664,1,12.06845713
4642950,1,11.86633396
4657236,1,12.05291271
4671522,1,12.08081484
4685808,1,12.06739235
4700094,1,11.6269455
4714380,1,11.8305254
4728666,1,11.79849815
4742952,1,12.02323484
4757238,1,12.08998251
4771524,1,12.00329685
4785810,1,11.54877758
4800096,1,12.05909681
4814382,1,11.71674919
4828668,1,11.757514
4842954,1,11.83349419
4857240,1,11.65964031
4871526,1,11.72924709
4885812,1,11.66514874
4900098,1,11.96701622
4914384,1,11.75548077
4928670,1,12.10066557
4942956,1,11.97720146
4957242,1,11.20662117
4971528,1,12.10575819
4985814,1,12.11940813
5000100,1,11.34949112
5014386,1,11.64198399
5028672,1,12.05834007
5042958,1,11.80508232
5057244,1,11.53164673
5071530,1,11.78271198
5085816,1,11.54008484
5100102,1,12.06450796
5114388,1,11.39857745
5128674,1,12.10062218
5142960,1,11.2899313
5157246,1,11.39836001
5171532,1,11.76467705
5185818,1,11.98556805
5200104,1,11.55650806
5214390,1,11.74352551
5228676,1,12.09444189
5242962,1,11.81569672
5257248,1,11.77192116
5271534,1,11.61246204
5285820,1,12.0781765
5300106,1,11.95144224
5314392,1,12.0444479
5328678,1,11.49278831
5342964,1,11.88050652
5357250,1,12.04117966
5371536,1,11.49226379
5385822,1,11.58064079
5400108,1,11.66081333
5414394,1,11.87591982
5428680,1,11.65566444
5442966,1,11.79376125
5457252,1,11.5738163
5471538,1,12.08607197
5485824,1,11.69020557
5500110,1,11.84247303
5514396,1,11.75487232
5528682,1,12.12776661
5542968,1,11.77074718
5557254,1,11.33729267
5571540,1,11.72527218
5585826,1,11.90783215
5600112,1,11.81992722
5614398,1,11.81937504
5628684,1,11.95571423
5642970,1,12.01623344
5657256,1,11.37879467
5671542,1,11.7976656
5685828,1,11.44976616
5700114,1,11.8261528
5714400,1,11.71497345
5728686,1,11.63271713
5742972,1,11.87873363
5757258,1,11.75078106
5771544,1,11.71139336
5785830,1,12.04729986
5800116,1,12.06179142
5814402,1,12.02823305
5828688,1,12.08312178
5842974,1,12.10770702
5857260,1,11.41169071
5871546,1,11.85810375
5885832,1,12.10792303
5900118,1,11.94890738
5914404,1,11.87100124
5928690,1,11.64195728
5942976,1,11.69363117
5957262,1,11.67583752
5971548,1,11.52194023
5985834,1,11.98625851
6000120,1,12.07254314
6014406,1,11.83789444
6028692,1,11.65356922
6042978,1,11.85731983
6057264,1,12.07861996
6071550,1,11.73749542
6085836,1,12.07900763
6100122,1,12.04361153
6114408,1,11.67947006
6128694,1,12.01797199
6142980,1,11.25059223
6157266,1,11.65415001
6171552,1,11.83081627
6185838,1,11.85595989
6200124,1,11.87349987
6214410,1,12.05812216
6228696,1,11.76643181
6242982,1,11.85699749
6257268,1,12.0565896
6271554,1,11.84471512
6285840,1,12.09031153
6300126,1,12.05046701
6314412,1,11.3854847
6328698,1,11.44286394
6342984,1,12.06323338
6357270,1,11.62661266
6371556,1,11.78475285
6385842,1,11.5526886
6400128,1,11.58360958
6414414,1,11.76819515
6428700,1,11.98386002
6442986,1,11.61044502
6457272,1,12.0389061
6471558,1,11.55311775
6485844,1,11.62723827
6500130,1,12.06068802
6514416,1,11.87060738
6528702,1,11.85935116
6542988,1,11.15178728
6557274,1,12.10275078
6571560,1,11.92197609
6585846,1,11.49108505
6600132,1,12.09366083
6614418,1,11.43148708
6628704,1,11.58005047
6642990,1,11.80393982
6657276,1,11.9153471
6671562,1,11.8037796
6685848,1,11.9641099
6700134,1,11.6078968
6714420,1,11.15385008
6728706,1,11.74563789
6742992,1,12.10105848
6757278,1,11.72643948
6771564,1,12.07558155
6785850,1,11.75410366
6800136,1,11.42865372
6814422,1,11.86290836
6828708,1,11.78398895
6842994,1,11.82372093
6857280,1,11.67817402
6871566,1,11.42506123
6885852,1,12.13447428
6900138,1,11.85638142
6914424,1,12.0578022
6928710,1,11.66371155
6942996,1,11.84468651
6957282,1,11.98037338
6971568,1,12.0132122
6985854,1,11.85949326
7000140,1,11.62371922
7014426,1,11.66679001
7028712,1,11.7950058
7042998,1,11.51631451
7057284,1,11.28222895
7071570,1,11.81750011
7085856,1,11.56809425
7100142,1,11.71561527
7114428,1,11.71825314
7128714,1,11.74137402
7143000,1,11.92251778
7157286,1,11.50919437
7171572,1,12.08455753
7185858,1,11.56068039
7200144,1,11.55941391
7214430,1,12.02883148
7228716,1,12.02168274
7243002,1,12.09863806
7257288,1,11.41073012
7271574,1,11.84496689
7285860,1,11.15701389
7300146,1,11.9470377
7314432,1,11.77227497
7328718,1,12.04352093
7343004,1,11.74319744
7357290,1,11.59702206
7371576,1,11.82533264
7385862,1,11.9843812
7400148,1,11.5755415
7414434,1,12.04748535
7428720,1,11.82771778
7443006,1,11.69782066
7457292,1,11.73196507
7471578,1,11.83765793
7485864,1,11.81230545
7500150,1,12.07602167
7514436,1,12.0751996
7528722,1,11.61032867
7543008,1,12.06724739
7557294,1,11.89476299
7571580,1,12.04818773
7585866,1,12.09257221
7600152,1,11.7738266
7614438,1,11.80222797
7628724,1,11.30367565
7643010,1,11.55686665
7657296,1,12.05849743
7671582,1,11.98735619
7685868,1,11.8550396
7700154,1,11.65882111
7714440,1,12.08689165
7728726,1,11.3717041
7743012,1,11.62481689
7757298,1,11.73635292
7771584,1,11.51263809
7785870,1,11.64927006
7800156,1,11.84281635
7814442,1,11.60447979
7828728,1,11.57661915
7843014,1,11.80318356
7857300,1,12.0530901
7871586,1,11.84117031
7885872,1,12.14717722
7900158,1,11.50343609
7914444,1,11.53398895
7928730,1,11.85330677
7943016,1,12.02422667
7957302,1,11.18833637
7971588,1,11.80605316
7985874,1,11.75952625
8000160,1,11.84895897
8014446,1,11.29687977
8028732,1,11.61769676
8043018,1,12.13426399
8057304,1,11.76836967
8071590,1,11.61707306
8085876,1,11.81713676
8100162,1,11.82169914
8114448,1,11.80114365
8128734,1,11.71093559
8143020,1,11.89069843
8157306,1,12.08454418
8171592,1,12.12905979
8185878,1,11.8657074
8200164,1,12.02129698
8214450,1,11.92560768
8228736,1,11.54812622
8243022,1,11.70208549
8257308,1,12.12132311
8271594,1,11.64328575
8285880,1,11.46513462
8300166,1,11.87135601
8314452,1,12.12671423
8328738,1,12.04901743
8343024,1,12.12694645
8357310,1,11.655406
8371596,1,12.09673262
8385882,1,12.08733225
8400168,1,11.49205589
8414454,1,11.66481972
8428740,1,11.67386246
8443026,1,12.02614737
8457312,1,11.89744377
8471598,1,11.67403889
8485884,1,11.81652451
8500170,1,11.88042068
8514456,1,11.97386837
8528742,1,11.6885643
8543028,1,11.78435898
8557314,1,11.44922161
8571600,1,11.48877811
8585886,1,11.84202862
8600172,1,11.67076015
8614458,1,12.00098038
8628744,1,12.06051874
8643030,1,11.88638067
8657316,1,11.72894382
8671602,1,12.06361532
8685888,1,12.05331039
8700174,1,12.06443024
8714460,1,12.06217432
8728746,1,11.99139786
8743032,1,11.78204536
8757318,1,11.74449348
8771604,1,11.64580727
8785890,1,11.99256659
8800176,1,11.85170937
8814462,1,11.79053307
8828748,1,11.15318108
8843034,1,12.05951977
8857320,1,11.88450241
8871606,1,11.80487728
8885892,1,12.04647207
8900178,1,11.15255928
8914464,1,11.87349892
8928750,1,11.15343332
8943036,1,11.63414383
8957322,1,11.84963417
8971608,1,11.51185989
8985894,1,11.87051868
9000180,1,11.27684402
9014466,1,11.64849567
9028752,1,12.1031456
9043038,1,11.88320732
9057324,1,11.68789673
9071610,1,11.69479752
9085896,1,11.56475639
9100182,1,11.9206686
9114468,1,11.68491173
9128754,1,11.84110832
9143040,1,12.07099056
9157326,1,12.01539421
9171612,1,12.08333206
9185898,1,12.08399582
9200184,1,11.81425285
9214470,1,11.16312742
9228756,1,12.05088806
9243042,1,11.21234274
9257328,1,12.06186152
9271614,1,11.47628689
9285900,1,11.88290405
9300186,1,12.10892725
9314472,1,11.34081173
9328758,1,11.81546116
9343044,1,12.04490089
9357330,1,11.70346928
9371616,1,11.95377731
9385902,1,12.0588932
9400188,1,11.88287163
9414474,1,11.74154568
9428760,1,11.66924572
9443046,1,11.75459099
9457332,1,11.82684422
9471618,1,11.82143497
9485904,1,12.01988411
9500190,1,11.65017796
9514476,1,11.75916386
9528762,1,11.97323275
9543048,1,11.99125338
9557334,1,11.86121178
9571620,1,11.75483799
9585906,1,11.18958521
9600192,1,11.84566212
9614478,1,11.93118763
9628764,1,11.53667164
9643050,1,11.58994865
9657336,1,11.69727039
9671622,1,11.56810856
9685908,1,11.70398521
9700194,1,11.84070587
9714480,1,11.43186998
9728766,1,11.81049252
9743052,1,11.70282745
9757338,1,12.04787517
9771624,1,11.6948452
9785910,1,11.91138268
9800196,1,11.85497475
9814482,1,11.19379568
9828768,1,12.06531668
9843054,1,12.09510088
9857340,1,11.60716152
9871626,1,11.80891228
9885912,1,12.02863693
9900198,1,11.85118008
9914484,1,11.69581604
9928770,1,11.72354126
9943056,1,11.94359303
9957342,1,11.79332542
9971628,1,12.01273012
9985914,1,11.7408638
10000200,1,12.12757349
10014486,1,11.83586597
10028772,1,11.24641991
10043058,1,12.09723806
10057344,1,11.85994625
10071630,1,12.03480387
