Timestamp,ROI Index,Frequency (Hz)
20114688,1,5.354292393
20128974,1,5.349427223
20143260,1,5.324605942
20157546,1,5.365309238
20171832,1,5.357619286
20186118,1,4.689140081
20200404,1,5.362969398
20214690,1,4.681632042
20228976,1,5.351293564
20243262,1,5.368754387
20257548,1,5.337256908
20271834,1,5.355419636
20286120,1,5.368900299
20300406,1,5.31642437
20314692,1,5.3576231
20328978,1,5.332673073
20343264,1,5.366696835
20357550,1,5.29179287
20371836,1,5.328308105
20386122,1,4.623733521
20400408,1,5.369942188
20414694,1,5.310575962
20428980,1,5.352317333
20443266,1,5.348730564
20457552,1,5.330724716
20471838,1,4.711785316
20486124,1,5.340639114
20500410,1,5.353152752
20514696,1,5.356028557
20528982,1,5.351977348
20543268,1,5.300945282
20557554,1,4.706125736
20571840,1,5.164791584
20586126,1,5.366471767
20600412,1,5.373850346
20614698,1,5.355300426
20628984,1,5.292814255
20643270,1,5.146427631
20657556,1,5.240973473
20671842,1,5.349134922
20686128,1,5.362705231
20700414,1,5.367864609
20714700,1,5.335342407
20728986,1,5.284032822
20743272,1,4.654499769
20757558,1,5.339307785
20771844,1,5.35789299
20786130,1,5.365893364
20800416,1,5.334853172
20814702,1,4.730727434
20828988,1,5.334075928
20843274,1,5.360510826
20857560,1,5.370704174
20871846,1,5.352772236
20886132,1,5.367263794
20900418,1,5.356328011
20914704,1,4.702044487
20928990,1,5.332946777
20943276,1,5.332568645
20957562,1,5.375740528
20971848,1,5.367101192
20986134,1,4.718516111
21000420,1,4.711222649
21014706,1,5.255059242
21028992,1,5.365607738
21043278,1,5.35632515
21057564,1,5.368348598
21071850,1,5.371039867
21086136,1,5.376372337
21100422,1,5.319602013
21114708,1,5.358924866
21128994,1,5.355993748
21143280,1,5.259705544
21157566,1,5.355543613
21171852,1,5.230112076
21186138,1,5.224533081
21200424,1,5.365982056
21214710,1,4.722390652
21228996,1,5.326990604
21243282,1,5.362942696
21257568,1,5.354382515
21271854,1,5.370828152
21286140,1,5.307542801
21300426,1,5.320174694
21314712,1,5.35695982
21328998,1,5.376173973
21343284,1,5.363072872
21357570,1,5.350096226
21371856,1,5.257119656
21386142,1,5.34157753
21400428,1,5.360907555
21414714,1,4.711216688
21429000,1,5.32938385
21443286,1,5.297366619
21457572,1,5.32063055
21471858,1,4.685992718
21486144,1,5.335016727
21500430,1,4.6975348
21514716,1,5.376944542
21529002,1,5.346810341
21543288,1,5.34082365
21557574,1,5.310400963
21571860,1,5.298853874
21586146,1,5.122014999
21600432,1,5.361104965
21614718,1,5.375662327
21629004,1,5.228158951
21643290,1,5.365913391
21657576,1,4.697558641
21671862,1,5.301904678
21686148,1,5.319952011
21700434,1,5.370125294
21714720,1,5.378654957
21729006,1,4.715557575
21743292,1,5.337223053
21757578,1,4.687636137
21771864,1,5.346958637
21786150,1,5.347523212
21800436,1,5.306412697
21814722,1,5.353179932
21829008,1,5.24941206
21843294,1,5.265370369
21857580,1,5.376791954
21871866,1,5.37042141
21886152,1,5.375785351
21900438,1,5.3185215
21914724,1,5.245862961
21929010,1,5.347906113
21943296,1,5.36399889
21957582,1,5.35588026
21971868,1,5.369407654
21986154,1,5.334384441
22000440,1,5.333185673
22014726,1,5.345796585
22029012,1,4.725943327
22043298,1,4.702098608
22057584,1,5.370717525
22071870,1,5.372917652
22086156,1,5.372332573
22100442,1,5.360722065
22114728,1,5.238949776
22129014,1,4.713121176
22143300,1,5.359116554
22157586,1,5.35055542
22171872,1,5.334225178
22186158,1,5.283877373
22200444,1,4.698792934
22214730,1,5.363069057
22229016,1,4.68036294
22243302,1,5.354505539
22257588,1,5.330493927
22271874,1,5.370016575
22286160,1,5.32935667
22300446,1,5.323171616
22314732,1,5.325372696
22329018,1,5.350059986
22343304,1,4.739827633
22357590,1,5.328917503
22371876,1,5.354314804
22386162,1,5.328178883
22400448,1,5.218238354
22414734,1,5.379518986
22429020,1,5.368737698
22443306,1,5.345533848
22457592,1,5.37134409
22471878,1,5.284209728
22486164,1,5.323412418
22500450,1,5.374609947
22514736,1,5.360086918
22529022,1,4.719625711
22543308,1,5.378594398
22557594,1,5.358839035
22571880,1,5.350673676
22586166,1,4.719300747
22600452,1,5.359166622
22614738,1,5.375092506
22629024,1,5.329510689
